state_abbreviation,state_name,report_date,state_expanded_medicaid,preliminary_updated,final_report,new_applications_submitted_to_medicaid_and_chip_agencies,new_applications_submitted_to_medicaid_and_chip_agencies__f_85d7,applications_for_financial_assistance_submitted_to_the_stat_104d,applications_for_financial_assistance_submitted_to_the_stat_c640,total_applications_for_financial_assistance_submitted_at_st_d6fa,total_applications_for_financial_assistance_submitted_at_st_9919,individuals_determined_eligible_for_medicaid_at_application,individuals_determined_eligible_for_medicaid_at_application_4f96,individuals_determined_eligible_for_chip_at_application,individuals_determined_eligible_for_chip_at_application__fo_e28a,total_medicaid_and_chip_determinations,total_medicaid_and_chip_determinations__footnotes,medicaid_and_chip_child_enrollment,medicaid_and_chip_child_enrollment__footnotes,total_medicaid_and_chip_enrollment,total_medicaid_and_chip_enrollment__footnotes,total_medicaid_enrollment,total_medicaid_enrollment__footnotes,total_chip_enrollment,total_chip_enrollment__footnotes
OR,Oregon,2018-12-01,Y,U,Y,15055,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,15055,"Does Not Include All Non-MAGI Applications",26163,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2513,,28676,"Does Not Include All Non-MAGI Determinations Made At Application",414548,,979447,,852749,,126698,
OR,Oregon,2019-01-01,Y,P,N,13850,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,13850,"Does Not Include All Non-MAGI Applications",26344,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",3300,,29644,"Does Not Include All Non-MAGI Determinations Made At Application",410266,,971345,,846069,,125276,
OR,Oregon,2019-01-01,Y,U,Y,14697,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,14697,"Does Not Include All Non-MAGI Applications",25812,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",3185,,28997,"Does Not Include All Non-MAGI Determinations Made At Application",416003,,983156,,855544,,127612,
OR,Oregon,2019-02-01,Y,P,N,11855,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,11855,"Does Not Include All Non-MAGI Applications",23723,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2980,,26703,"Does Not Include All Non-MAGI Determinations Made At Application",411409,,973985,,847971,,126014,
OR,Oregon,2019-02-01,Y,U,Y,12177,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,12177,"Does Not Include All Non-MAGI Applications",23045,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2826,,25871,"Does Not Include All Non-MAGI Determinations Made At Application",417334,,985423,,857163,,128260,
OR,Oregon,2019-03-01,Y,P,N,12951,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,12951,"Does Not Include All Non-MAGI Applications",25632,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",3255,,28887,"Does Not Include All Non-MAGI Determinations Made At Application",413235,,977708,,850833,,126875,
OR,Oregon,2019-03-01,Y,U,Y,13251,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,13251,"Does Not Include All Non-MAGI Applications",24999,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",3123,,28122,"Does Not Include All Non-MAGI Determinations Made At Application",418372,,988001,,859392,,128609,
OR,Oregon,2019-04-01,Y,U,Y,13425,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,13425,"Does Not Include All Non-MAGI Applications",24977,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2942,,27919,"Does Not Include All Non-MAGI Determinations Made At Application",418214,,987718,,858912,,128806,
OR,Oregon,2019-04-01,Y,P,N,13241,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,13241,"Does Not Include All Non-MAGI Applications",25610,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",3059,,28669,"Does Not Include All Non-MAGI Determinations Made At Application",415867,,982927,,854928,,127999,
OR,Oregon,2019-05-01,Y,P,N,12258,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,12258,"Does Not Include All Non-MAGI Applications",21643,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2290,,23933,"Does Not Include All Non-MAGI Determinations Made At Application",414743,,980658,,852490,,128168,
OR,Oregon,2019-05-01,Y,U,Y,12444,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,12444,"Does Not Include All Non-MAGI Applications",21176,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2208,,23384,"Does Not Include All Non-MAGI Determinations Made At Application",417590,,986415,,857377,,129038,
OR,Oregon,2019-06-01,Y,U,Y,11376,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,11376,"Does Not Include All Non-MAGI Applications",18968,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",1929,,20897,"Does Not Include All Non-MAGI Determinations Made At Application",416010,,984652,,856078,,128574,
OR,Oregon,2019-06-01,Y,P,N,11160,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,11160,"Does Not Include All Non-MAGI Applications",19480,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2023,,21503,"Does Not Include All Non-MAGI Determinations Made At Application",414215,,980671,,852567,,128104,
OR,Oregon,2019-07-01,Y,P,N,12499,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,12499,"Does Not Include All Non-MAGI Applications",20523,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",1885,,22408,"Does Not Include All Non-MAGI Determinations Made At Application",413216,,981843,,854213,,127630,
OR,Oregon,2019-07-01,Y,U,Y,12728,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,12728,"Does Not Include All Non-MAGI Applications",20432,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",1831,,22263,"Does Not Include All Non-MAGI Determinations Made At Application",415755,,986744,,858225,,128519,
OR,Oregon,2019-08-01,Y,P,N,12542,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,12542,"Does Not Include All Non-MAGI Applications",22242,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2483,,24725,"Does Not Include All Non-MAGI Determinations Made At Application",412474,,981102,,853802,,127300,
OR,Oregon,2019-08-01,Y,U,Y,12651,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,12651,"Does Not Include All Non-MAGI Applications",21686,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2364,,24050,"Does Not Include All Non-MAGI Determinations Made At Application",415366,,986569,,858240,,128329,
OR,Oregon,2019-09-01,Y,U,Y,12471,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,12471,"Does Not Include All Non-MAGI Applications",20461,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2264,,22725,"Does Not Include All Non-MAGI Determinations Made At Application",416640,,989593,,860536,,129057,
OR,Oregon,2019-09-01,Y,P,N,12383,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,12383,"Does Not Include All Non-MAGI Applications",21017,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2374,,23391,"Does Not Include All Non-MAGI Determinations Made At Application",412855,,982201,,854456,,127745,
OR,Oregon,2019-10-01,Y,P,N,12986,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,12986,"Does Not Include All Non-MAGI Applications",21895,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2565,,24460,"Does Not Include All Non-MAGI Determinations Made At Application",414216,,986932,,858485,,128447,
OR,Oregon,2019-10-01,Y,U,Y,13213,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,13213,"Does Not Include All Non-MAGI Applications",21502,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2486,,23988,"Does Not Include All Non-MAGI Determinations Made At Application",416723,,991798,,862457,,129341,
OR,Oregon,2019-11-01,Y,U,Y,11815,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,11815,"Does Not Include All Non-MAGI Applications",18817,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2054,,20871,"Does Not Include All Non-MAGI Determinations Made At Application",415532,,991693,,862797,,128896,
OR,Oregon,2019-11-01,Y,P,N,11522,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,11522,"Does Not Include All Non-MAGI Applications",19490,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2170,,21660,"Does Not Include All Non-MAGI Determinations Made At Application",412259,,984653,,856999,,127654,
OR,Oregon,2019-12-01,Y,U,Y,13083,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,13083,"Does Not Include All Non-MAGI Applications",21911,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2287,,24198,"Does Not Include All Non-MAGI Determinations Made At Application",415843,,996363,,867048,,129315,
OR,Oregon,2019-12-01,Y,P,N,12751,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,12751,"Does Not Include All Non-MAGI Applications",22644,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2433,,25077,"Does Not Include All Non-MAGI Determinations Made At Application",410756,,985201,,857943,,127258,
OR,Oregon,2020-01-01,Y,U,Y,12984,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,12984,"Does Not Include All Non-MAGI Applications",21768,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2557,,24325,"Does Not Include All Non-MAGI Determinations Made At Application",417145,,1000654,,870862,,129792,
OR,Oregon,2020-01-01,Y,P,N,12667,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,12667,"Does Not Include All Non-MAGI Applications",22353,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2691,,25044,"Does Not Include All Non-MAGI Determinations Made At Application",413276,,992863,,864655,,128208,
OR,Oregon,2020-02-01,Y,P,N,11049,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,11049,"Does Not Include All Non-MAGI Applications",20823,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2902,,23725,"Does Not Include All Non-MAGI Determinations Made At Application",413637,,995508,,867292,,128216,
OR,Oregon,2020-02-01,Y,U,Y,11210,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,11210,"Does Not Include All Non-MAGI Applications",20383,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2737,,23120,"Does Not Include All Non-MAGI Determinations Made At Application",416860,,1002190,,872851,,129339,
OR,Oregon,2020-03-01,Y,P,N,12962,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,12962,"Does Not Include All Non-MAGI Applications",23413,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2520,,25933,"Does Not Include All Non-MAGI Determinations Made At Application",414455,,1001783,,873242,,128541,
OR,Oregon,2020-03-01,Y,U,Y,13051,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,13051,"Does Not Include All Non-MAGI Applications",22393,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2292,,24685,"Does Not Include All Non-MAGI Determinations Made At Application",417475,,1009118,,879303,,129815,
OR,Oregon,2020-04-01,Y,P,N,11903,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,11903,"Does Not Include All Non-MAGI Applications",30904,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2602,,33506,"Does Not Include All Non-MAGI Determinations Made At Application",420389,,1023689,,894474,,129215,
OR,Oregon,2020-04-01,Y,U,Y,11974,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,11974,"Does Not Include All Non-MAGI Applications",29652,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2404,,32056,"Does Not Include All Non-MAGI Determinations Made At Application",422548,,1029603,,899318,,130285,
OR,Oregon,2020-05-01,Y,P,N,9296,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,9296,"Does Not Include All Non-MAGI Applications",18133,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",1854,,19987,"Does Not Include All Non-MAGI Determinations Made At Application",425248,,1040847,,911412,,129435,
OR,Oregon,2020-05-01,Y,U,Y,9368,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,9368,"Does Not Include All Non-MAGI Applications",17563,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",1780,,19343,"Does Not Include All Non-MAGI Determinations Made At Application",425922,,1042719,,913167,,129552,
OR,Oregon,2020-06-01,Y,P,N,9943,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,9943,"Does Not Include All Non-MAGI Applications",15022,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",912,,15934,"Does Not Include All Non-MAGI Determinations Made At Application",428089,,1053931,,923362,,130569,
OR,Oregon,2020-06-01,Y,U,Y,9945,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,9945,"Does Not Include All Non-MAGI Applications",46069,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",3687,,49756,"Does Not Include All Non-MAGI Determinations Made At Application",428812,,1055751,,925178,,130573,
OR,Oregon,2020-07-01,Y,U,Y,12460,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,12460,"Does Not Include All Non-MAGI Applications",48499,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",3947,,52446,"Does Not Include All Non-MAGI Determinations Made At Application",432243,,1069272,,938215,,131057,
OR,Oregon,2020-07-01,Y,P,N,11726,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,11726,"Does Not Include All Non-MAGI Applications",50534,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",4009,,54543,"Does Not Include All Non-MAGI Determinations Made At Application",431034,,1066371,,935537,,130834,
OR,Oregon,2020-08-01,Y,P,N,12450,"Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies",,,12450,"Does Not Include All Non-MAGI Applications",68441,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",5855,,74296,"Does Not Include All Non-MAGI Determinations Made At Application",433512,,1078440,,946208,,132232,
